SkuId,ProductCode,ProductName,ProductType,RegularPrice,OnlineAvailability,ProductLink,ImageLink,ImageLinkFull,ImageLinkSmall,ImageLinkThumb,SalePrice,PointsPrice,ProductCost,ReleaseDate,Rating,NumReviews,Colors,Sizes,Categories,CategoriesLabel,SubCategories
1010100,1010,MEN'S DEFROSTER HOODIE,Mens,190,Y,http://ntoutfitters.com/product/1010100,http://ntoutfitters.com/images/products370/1010100.jpg,http://ntoutfitters.com/images/products1110/1010100.jpg,http://ntoutfitters.com/images/products185/1010100.jpg,http://ntoutfitters.com/images/products105/1010100.jpg,152,380,104.5,9/20/2012,4.2,5,CONQUER BLUE~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1011100,1011,MEN'S DEFROSTER JACKET,Mens,170,Y,http://ntoutfitters.com/product/1011100,http://ntoutfitters.com/images/products370/1011100.jpg,http://ntoutfitters.com/images/products1110/1011100.jpg,http://ntoutfitters.com/images/products185/1011100.jpg,http://ntoutfitters.com/images/products105/1011100.jpg,136,340,93.5,9/20/2012,5,12,NAUTICAL BLUE~HIGH RISE GREY~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1012100,1012,MEN'S WINDWALL 2 JACKET,Mens,149,Y,http://ntoutfitters.com/product/1012100,http://ntoutfitters.com/images/products370/1012100.jpg,http://ntoutfitters.com/images/products1110/1012100.jpg,http://ntoutfitters.com/images/products185/1012100.jpg,http://ntoutfitters.com/images/products105/1012100.jpg,119.2,298,81.95,9/20/2012,4.7,43,JAKE BLUE / BOLT BLUE,S~M~L~XL~XXL,jackets,Jackets,Camping~Climbing~Hiking
1013100,1013,MEN'S WINDWALL 1 JACKET,Mens,120,Y,http://ntoutfitters.com/product/1013100,http://ntoutfitters.com/images/products370/1013100.jpg,http://ntoutfitters.com/images/products1110/1013100.jpg,http://ntoutfitters.com/images/products185/1013100.jpg,http://ntoutfitters.com/images/products105/1013100.jpg,96,240,66,9/20/2012,5,18,COSMIC BLUE~RED CLAY~CHARCOAL HEATHER~DEEP WATER BLUE~ASPHALT GREY~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Camping~Climbing~Hiking
1014100,1014,MEN'S WINDWALL 1 VEST,Mens,99,Y,http://ntoutfitters.com/product/1014100,http://ntoutfitters.com/images/products370/1014100.jpg,http://ntoutfitters.com/images/products1110/1014100.jpg,http://ntoutfitters.com/images/products185/1014100.jpg,http://ntoutfitters.com/images/products105/1014100.jpg,79.2,198,54.45,9/20/2012,4.5,34,ASPHALT GREY~NTO BLACK~CHARCOAL HEATHER,S~M~L~XL~XXL,jackets,Jackets,Camping~Climbing~Hiking
1015100,1015,MEN'S CUCAMONGA FLEECE,Mens,149,Y,http://ntoutfitters.com/product/1015100,http://ntoutfitters.com/images/products370/1015100.jpg,http://ntoutfitters.com/images/products1110/1015100.jpg,http://ntoutfitters.com/images/products185/1015100.jpg,http://ntoutfitters.com/images/products105/1015100.jpg,119.2,298,81.95,9/20/2012,4.7,7,ARDEN GREEN~RED CLAY~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Camping
1016100,1016,MEN'S HONED FLEECE JACKET,Mens,130,Y,http://ntoutfitters.com/product/1016100,http://ntoutfitters.com/images/products370/1016100.jpg,http://ntoutfitters.com/images/products1110/1016100.jpg,http://ntoutfitters.com/images/products185/1016100.jpg,http://ntoutfitters.com/images/products105/1016100.jpg,104,260,71.5,9/20/2012,3.7,44,HIGH RISE GREY / ASPHALT GREY~NTO BLACK / NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1017100,1017,MEN'S VICENTE JACKET,Mens,130,Y,http://ntoutfitters.com/product/1017100,http://ntoutfitters.com/images/products370/1017100.jpg,http://ntoutfitters.com/images/products1110/1017100.jpg,http://ntoutfitters.com/images/products185/1017100.jpg,http://ntoutfitters.com/images/products105/1017100.jpg,104,260,71.5,9/20/2012,3.2,45,NAUTICAL BLUE / ASPHALT GREY~RED CLAY / ASPHALT GREY~NTO BLACK / NTO BLACK~ASPHALT GREY / NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1018100,1018,MEN'S SLACKLINE FLEECE JACKET,Mens,99,Y,http://ntoutfitters.com/product/1018100,http://ntoutfitters.com/images/products370/1018100.jpg,http://ntoutfitters.com/images/products1110/1018100.jpg,http://ntoutfitters.com/images/products185/1018100.jpg,http://ntoutfitters.com/images/products105/1018100.jpg,79.2,198,54.45,9/20/2012,3.4,28,CITRONELLE GREEN~HIGH RISE GREY~NAUTICAL BLUE~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1019100,1019,MEN'S RDT 300 JACKET,Mens,95,Y,http://ntoutfitters.com/product/1019100,http://ntoutfitters.com/images/products370/1019100.jpg,http://ntoutfitters.com/images/products1110/1019100.jpg,http://ntoutfitters.com/images/products185/1019100.jpg,http://ntoutfitters.com/images/products105/1019100.jpg,76,190,52.25,9/20/2012,5,45,ARDEN GREEN / ASPHALT GREY~NTO BLACK / NTO BLACK~ZION ORANGE / RED CLAY~DEEP WATER BLUE / DEEP WATER BLUE~NAUTICAL BLUE / COSMIC BLUE,S~M~L~XL~XXL~3XL,jackets,Jackets,Camping~Climbing~Hiking
1020100,1020,MEN'S RDT 300 VEST,Mens,75,Y,http://ntoutfitters.com/product/1020100,http://ntoutfitters.com/images/products370/1020100.jpg,http://ntoutfitters.com/images/products1110/1020100.jpg,http://ntoutfitters.com/images/products185/1020100.jpg,http://ntoutfitters.com/images/products105/1020100.jpg,60,150,41.25,9/20/2012,3.5,13,NTO BLACK / NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1021100,1021,MEN'S TKA 100 TRINITY ALPS FLEECE VEST,Mens,55,Y,http://ntoutfitters.com/product/1021100,http://ntoutfitters.com/images/products370/1021100.jpg,http://ntoutfitters.com/images/products1110/1021100.jpg,http://ntoutfitters.com/images/products185/1021100.jpg,http://ntoutfitters.com/images/products105/1021100.jpg,44,110,30.25,9/20/2012,4.9,34,COSMIC BLUE~HIGH RISE GREY~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Camping~Hiking
1022100,1022,MEN'S MOMENTUM JACKET,Mens,99,Y,http://ntoutfitters.com/product/1022100,http://ntoutfitters.com/images/products370/1022100.jpg,http://ntoutfitters.com/images/products1110/1022100.jpg,http://ntoutfitters.com/images/products185/1022100.jpg,http://ntoutfitters.com/images/products105/1022100.jpg,79.2,198,54.45,9/20/2012,4.6,42,HIGH RISE GREY / ASPHALT GREY~ASPHALT GREY / NTO BLACK~NTO BLACK~NAUTICAL BLUE / COSMIC BLUE,S~M~L~XL~XXL,jackets,Jackets,Running~Training
1023100,1023,MEN'S SALATHE JACKET,Mens,90,Y,http://ntoutfitters.com/product/1023100,http://ntoutfitters.com/images/products370/1023100.jpg,http://ntoutfitters.com/images/products1110/1023100.jpg,http://ntoutfitters.com/images/products185/1023100.jpg,http://ntoutfitters.com/images/products105/1023100.jpg,72,180,49.5,9/20/2012,4.3,43,ARDEN GREEN~COSMIC BLUE~NTO BLACK~ASPHALT GREY,S~M~L~XL~XXL,jackets,Jackets,Camping~Climbing~Hiking
1024100,1024,MEN'S KHUMBU JACKET,Mens,90,Y,http://ntoutfitters.com/product/1024100,http://ntoutfitters.com/images/products370/1024100.jpg,http://ntoutfitters.com/images/products1110/1024100.jpg,http://ntoutfitters.com/images/products185/1024100.jpg,http://ntoutfitters.com/images/products105/1024100.jpg,72,180,49.5,9/20/2012,4,9,CHARCOAL GREY HEATHER / NTO BLACK~NTO RED / ASPHALT GREY~CONIFER GREEN~DEEP WATER BLUE / DEEP WATER BLUE~NTO BLACK,S~M~L~XL~XXL~3XL,jackets,Jackets,Climbing~Hiking
1025100,1025,MEN'S PUMORI JACKET,Mens,99,Y,http://ntoutfitters.com/product/1025100,http://ntoutfitters.com/images/products370/1025100.jpg,http://ntoutfitters.com/images/products1110/1025100.jpg,http://ntoutfitters.com/images/products185/1025100.jpg,http://ntoutfitters.com/images/products105/1025100.jpg,79.2,198,54.45,9/20/2012,3.6,14,ASPHALT GREY~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing~Hiking
1026100,1026,MEN'S ALPINE PROJECT JACKET,Mens,380,Y,http://ntoutfitters.com/product/1026100,http://ntoutfitters.com/images/products370/1026100.jpg,http://ntoutfitters.com/images/products1110/1026100.jpg,http://ntoutfitters.com/images/products185/1026100.jpg,http://ntoutfitters.com/images/products105/1026100.jpg,304,760,209,9/20/2012,3.3,16,NAUTICAL BLUE~CONQUER BLUE / CONQUER BLUE~NTO BLACK / NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing~Hiking
1027100,1027,MEN'S ALPINE PROJECT HYBRID JACKET,Mens,170,Y,http://ntoutfitters.com/product/1027100,http://ntoutfitters.com/images/products370/1027100.jpg,http://ntoutfitters.com/images/products1110/1027100.jpg,http://ntoutfitters.com/images/products185/1027100.jpg,http://ntoutfitters.com/images/products105/1027100.jpg,136,340,93.5,9/20/2012,5,44,SULPHUR SPRING GREEN~NAUTICAL BLUE~CONQUER BLUE~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1028100,1028,MEN'S BLUE RIDGE PACLITE JACKET,Mens,230,Y,http://ntoutfitters.com/product/1028100,http://ntoutfitters.com/images/products370/1028100.jpg,http://ntoutfitters.com/images/products1110/1028100.jpg,http://ntoutfitters.com/images/products185/1028100.jpg,http://ntoutfitters.com/images/products105/1028100.jpg,184,460,126.5,9/20/2012,3.2,21,NAUTICAL BLUE~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1029100,1029,MEN'S BURST ROCK JACKET,Mens,180,Y,http://ntoutfitters.com/product/1029100,http://ntoutfitters.com/images/products370/1029100.jpg,http://ntoutfitters.com/images/products1110/1029100.jpg,http://ntoutfitters.com/images/products185/1029100.jpg,http://ntoutfitters.com/images/products105/1029100.jpg,144,360,99,9/20/2012,3,41,ASPHALT GREY HEATHER / ASPHALT GREY HEATHER~RED CLAY HEATHER / ASPHALT GREY HEATHER~NTO BLACK HEATHER / NTO BLACK HEATHER,S~M~L~XL~XXL,jackets,Jackets,Climbing
1030100,1030,MEN'S RDT RAIN JACKET,Mens,149,Y,http://ntoutfitters.com/product/1030100,http://ntoutfitters.com/images/products370/1030100.jpg,http://ntoutfitters.com/images/products1110/1030100.jpg,http://ntoutfitters.com/images/products185/1030100.jpg,http://ntoutfitters.com/images/products105/1030100.jpg,119.2,298,81.95,9/20/2012,3.4,11,NAUTICAL BLUE / ASPHALT GREY~ARDEN GREEN / ASPHALT GREY~RED CLAY / ASPHALT GREY~NTO BLACK / NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Camping
1031100,1031,MEN'S SUPER VENTURE JACKET,Mens,130,Y,http://ntoutfitters.com/product/1031100,http://ntoutfitters.com/images/products370/1031100.jpg,http://ntoutfitters.com/images/products1110/1031100.jpg,http://ntoutfitters.com/images/products185/1031100.jpg,http://ntoutfitters.com/images/products105/1031100.jpg,104,260,71.5,9/20/2012,3.9,9,GOBLIN BLUE~NAUTICAL BLUE~RED CLAY~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Camping
1032100,1032,MEN'S NOVELTY VENTURE JACKET,Mens,130,Y,http://ntoutfitters.com/product/1032100,http://ntoutfitters.com/images/products370/1032100.jpg,http://ntoutfitters.com/images/products1110/1032100.jpg,http://ntoutfitters.com/images/products185/1032100.jpg,http://ntoutfitters.com/images/products105/1032100.jpg,104,260,71.5,9/20/2012,3.6,34,WEIMARANER BROWN CAMTONE PRINT~RED CLAY CAMTONE PRINT,S~M~L~XL~XXL,jackets,Jackets,Camping~Climbing~Hiking
1033100,1033,MEN'S NOVELTY RESOLVE JACKET,Mens,120,Y,http://ntoutfitters.com/product/1033100,http://ntoutfitters.com/images/products370/1033100.jpg,http://ntoutfitters.com/images/products1110/1033100.jpg,http://ntoutfitters.com/images/products185/1033100.jpg,http://ntoutfitters.com/images/products105/1033100.jpg,96,240,66,9/20/2012,5,38,COSMIC BLUE PLAID~NTO BLACK PLAID,S~M~L~XL~XXL,jackets,Jackets,Climbing
1034100,1034,MEN'S RESOLVE JACKET,Mens,90,Y,http://ntoutfitters.com/product/1034100,http://ntoutfitters.com/images/products370/1034100.jpg,http://ntoutfitters.com/images/products1110/1034100.jpg,http://ntoutfitters.com/images/products185/1034100.jpg,http://ntoutfitters.com/images/products105/1034100.jpg,72,180,49.5,9/20/2012,4.8,27,CITRONELLE GREEN~ZION ORANGE~HIGH RISE GREY~GOBLIN BLUE~COSMIC BLUE~ARDEN GREEN~JAKE BLUE~NTO RED~ASPHALT GREY / ASPHALT GREY~NTO BLACK~RED CLAY,S~M~L~XL~XXL~3XL,jackets,Jackets,Climbing
1035100,1035,MEN'S KEARNY JACKET,Mens,220,Y,http://ntoutfitters.com/product/1035100,http://ntoutfitters.com/images/products370/1035100.jpg,http://ntoutfitters.com/images/products1110/1035100.jpg,http://ntoutfitters.com/images/products185/1035100.jpg,http://ntoutfitters.com/images/products105/1035100.jpg,176,440,121,9/20/2012,3.5,6,GRAPHITE GREY~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Camping
1036100,1036,MEN'S VINCE TRENCH,Mens,190,Y,http://ntoutfitters.com/product/1036100,http://ntoutfitters.com/images/products370/1036100.jpg,http://ntoutfitters.com/images/products1110/1036100.jpg,http://ntoutfitters.com/images/products185/1036100.jpg,http://ntoutfitters.com/images/products105/1036100.jpg,152,380,104.5,9/20/2012,5,11,NEW TAUPE~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Camping
1037100,1037,MEN'S STILLWELL RAIN JACKET,Mens,180,Y,http://ntoutfitters.com/product/1037100,http://ntoutfitters.com/images/products370/1037100.jpg,http://ntoutfitters.com/images/products1110/1037100.jpg,http://ntoutfitters.com/images/products185/1037100.jpg,http://ntoutfitters.com/images/products105/1037100.jpg,144,360,99,9/20/2012,3.3,40,NEW TAUPE~COSMIC BLUE~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Camping
1038100,1038,MEN'S SUMNTER JACKET,Mens,180,Y,http://ntoutfitters.com/product/1038100,http://ntoutfitters.com/images/products370/1038100.jpg,http://ntoutfitters.com/images/products1110/1038100.jpg,http://ntoutfitters.com/images/products185/1038100.jpg,http://ntoutfitters.com/images/products105/1038100.jpg,144,360,99,9/20/2012,4.7,17,RARE EARTH BROWN~COSMIC BLUE,S~M~L~XL~XXL,jackets,Jackets,Camping
1039100,1039,MEN'S VERNEL JACKET,Mens,130,Y,http://ntoutfitters.com/product/1039100,http://ntoutfitters.com/images/products370/1039100.jpg,http://ntoutfitters.com/images/products1110/1039100.jpg,http://ntoutfitters.com/images/products185/1039100.jpg,http://ntoutfitters.com/images/products105/1039100.jpg,104,260,71.5,9/20/2012,4.4,13,RED CLAY / GOBLIN BLUE~ARDEN GREEN / COSMIC BLUE,S~M~L~XL~XXL,jackets,Jackets,Camping
1040100,1040,MEN'S ANTI-MATTER JACKET,Mens,380,Y,http://ntoutfitters.com/product/1040100,http://ntoutfitters.com/images/products370/1040100.jpg,http://ntoutfitters.com/images/products1110/1040100.jpg,http://ntoutfitters.com/images/products185/1040100.jpg,http://ntoutfitters.com/images/products105/1040100.jpg,304,760,209,9/20/2012,3.2,21,MANDARIN ORANGE~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1041100,1041,MEN'S VERTO PRO JACKET,Mens,199,Y,http://ntoutfitters.com/product/1041100,http://ntoutfitters.com/images/products370/1041100.jpg,http://ntoutfitters.com/images/products1110/1041100.jpg,http://ntoutfitters.com/images/products185/1041100.jpg,http://ntoutfitters.com/images/products105/1041100.jpg,159.2,398,109.45,9/20/2012,3.5,11,NAUTICAL BLUE~HIGH RISE GREY,S~M~L~XL~XXL,jackets,Jackets,Climbing
1042100,1042,MEN'S SENTINEL WS JACKET,Mens,199,Y,http://ntoutfitters.com/product/1042100,http://ntoutfitters.com/images/products370/1042100.jpg,http://ntoutfitters.com/images/products1110/1042100.jpg,http://ntoutfitters.com/images/products185/1042100.jpg,http://ntoutfitters.com/images/products105/1042100.jpg,159.2,398,109.45,9/20/2012,5,37,JAKE BLUE,S~M~L~XL~XXL,jackets,Jackets,Camping~Climbing~Hiking
1043100,1043,MEN'S ALPINE PROJECT SOFT SHELL JACKET,Mens,280,Y,http://ntoutfitters.com/product/1043100,http://ntoutfitters.com/images/products370/1043100.jpg,http://ntoutfitters.com/images/products1110/1043100.jpg,http://ntoutfitters.com/images/products185/1043100.jpg,http://ntoutfitters.com/images/products105/1043100.jpg,224,560,154,9/20/2012,4.7,20,CONQUER BLUE~MANDARIN ORANGE,S~M~L~XL~XXL,jackets,Jackets,Climbing
1044100,1044,MEN'S ALPINE PROJECT HYBRID HOODIE,Mens,199,Y,http://ntoutfitters.com/product/1044100,http://ntoutfitters.com/images/products370/1044100.jpg,http://ntoutfitters.com/images/products1110/1044100.jpg,http://ntoutfitters.com/images/products185/1044100.jpg,http://ntoutfitters.com/images/products105/1044100.jpg,159.2,398,109.45,9/20/2012,3.9,12,CONQUER BLUE~HIGH RISE GREY~NAUTICAL BLUE~NTO BLACK~MANDARIN ORANGE,S~M~L~XL~XXL,jackets,Jackets,Climbing
1045100,1045,MEN'S ASHBURY SOFT SHELL JACKET,Mens,190,Y,http://ntoutfitters.com/product/1045100,http://ntoutfitters.com/images/products370/1045100.jpg,http://ntoutfitters.com/images/products1110/1045100.jpg,http://ntoutfitters.com/images/products185/1045100.jpg,http://ntoutfitters.com/images/products105/1045100.jpg,152,380,104.5,9/20/2012,4.5,35,GRAPHITE GREY~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Camping
1046100,1046,MEN'S IODIN JACKET,Mens,130,Y,http://ntoutfitters.com/product/1046100,http://ntoutfitters.com/images/products370/1046100.jpg,http://ntoutfitters.com/images/products1110/1046100.jpg,http://ntoutfitters.com/images/products185/1046100.jpg,http://ntoutfitters.com/images/products105/1046100.jpg,104,260,71.5,9/20/2012,3.5,26,CONQUER BLUE~MANDARIN ORANGE~HIGH RISE GREY~NAUTICAL BLUE~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1047100,1047,MEN'S CIPHER HYBRID HOODIE,Mens,170,Y,http://ntoutfitters.com/product/1047100,http://ntoutfitters.com/images/products370/1047100.jpg,http://ntoutfitters.com/images/products1110/1047100.jpg,http://ntoutfitters.com/images/products185/1047100.jpg,http://ntoutfitters.com/images/products105/1047100.jpg,136,340,93.5,9/20/2012,4.8,12,RED CLAY / ASPHALT GREY~NAUTICAL BLUE / ASPHALT GREY~ASPHALT GREY / NTO BLACK~NTO BLACK / NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1048100,1048,MEN'S CIPHER JACKET,Mens,149,Y,http://ntoutfitters.com/product/1048100,http://ntoutfitters.com/images/products370/1048100.jpg,http://ntoutfitters.com/images/products1110/1048100.jpg,http://ntoutfitters.com/images/products185/1048100.jpg,http://ntoutfitters.com/images/products105/1048100.jpg,119.2,298,81.95,9/20/2012,5,13,COSMIC BLUE / COSMIC BLUE~ARDEN GREEN / ASPHALT GREY~ASPHALT GREY / NTO BLACK~NTO BLACK / NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1049100,1049,MEN'S APEX ANDROID HOODIE,Mens,170,Y,http://ntoutfitters.com/product/1049100,http://ntoutfitters.com/images/products370/1049100.jpg,http://ntoutfitters.com/images/products1110/1049100.jpg,http://ntoutfitters.com/images/products185/1049100.jpg,http://ntoutfitters.com/images/products105/1049100.jpg,136,340,93.5,9/20/2012,3.9,15,ETHER GREY~ORIOLE ORANGE~BOLT BLUE~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1050100,1050,MEN'S NIMBLE HOODIE,Mens,110,Y,http://ntoutfitters.com/product/1050100,http://ntoutfitters.com/images/products370/1050100.jpg,http://ntoutfitters.com/images/products1110/1050100.jpg,http://ntoutfitters.com/images/products185/1050100.jpg,http://ntoutfitters.com/images/products105/1050100.jpg,88,220,60.5,9/20/2012,5,13,ASPHALT GREY~COSMIC BLUE~ARDEN GREEN~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
1051100,1051,MEN'S APEX PNEUMATIC JACKET,Mens,99,Y,http://ntoutfitters.com/product/1051100,http://ntoutfitters.com/images/products370/1051100.jpg,http://ntoutfitters.com/images/products1110/1051100.jpg,http://ntoutfitters.com/images/products185/1051100.jpg,http://ntoutfitters.com/images/products105/1051100.jpg,79.2,198,54.45,9/20/2012,3.9,43,COSMIC BLUE / COSMIC BLUE~ARDEN GREEN / ASPHALT GREY~NTO BLACK / NTO BLACK~HIGH RISE GREY / ASPHALT GREY,S~M~L~XL~XXL,jackets,Jackets,Climbing
1052100,1052,MEN'S APEX BIONIC VEST,Mens,110,Y,http://ntoutfitters.com/product/1052100,http://ntoutfitters.com/images/products370/1052100.jpg,http://ntoutfitters.com/images/products1110/1052100.jpg,http://ntoutfitters.com/images/products185/1052100.jpg,http://ntoutfitters.com/images/products105/1052100.jpg,88,220,60.5,9/20/2012,3.7,32,ASPHALT GREY / ASPHALT GREY~NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Running~Training
1053100,1053,MEN'S NIMBLE JACKET,Mens,90,Y,http://ntoutfitters.com/product/1053100,http://ntoutfitters.com/images/products370/1053100.jpg,http://ntoutfitters.com/images/products1110/1053100.jpg,http://ntoutfitters.com/images/products185/1053100.jpg,http://ntoutfitters.com/images/products105/1053100.jpg,72,180,49.5,9/20/2012,5,37,NAUTICAL BLUE / ASPHALT GREY~COSMIC BLUE / ASPHALT GREY~ARDEN GREEN / ASPHALT GREY~RED CLAY / ASPHALT GREY~ASPHALT GREY / NTO BLACK~NTO BLACK / NTO BLACK,S~M~L~XL~XXL,jackets,Jackets,Climbing
